info_id,overview,rating,votes_count,runtime
1749,A girl's life cascades into chaos as everyone around her suffers a gruesome fate while she becomes less certain of who she is and her once-once normal.,6.1,,85.0
1750,"Hosted by Pat Sajak, this game show features 3 contestants who try to solve a puzzle by spinning the wheel and guessing letters in a word or phrase.",6.7,,30.0
1751,"In our modern media landscape where real courtroom dramas have increasingly been transformed into a form of entertainment, this series reflects on some of the most dramatic and memorable trials in recent history.",7.2,,
1752,Two demon brothers face off against a nun and a pair of goth teens.,,,
1753,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",6.4,,107.0
1754,"Cevdet (Haluk Bilginer), a retired commissioner, and his wife retire on their pensions to live in peace on a rural farm. Their lives are destroyed by the sudden arrival of their son, who bears terrible news.",8.4,,60.0
1755,"A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far.",8.2,,
1756,"During WWII, two intelligence officers use a corpse and false papers to outwit German troops.",,,128.0
1757,"Earl Bassett, now a washed-up ex-celebrity, is hired by a Mexican oil company to eradicate a Graboid epidemic that's killing more people each day. However, the humans aren't the only one with a new battle plan.",6.0,,100.0
1758,"A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.",6.8,,97.0
1759,A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,7.3,,43.0
1760,Sequel to the 2020 Polish film '365 Days'.,,,
1761,An American SPEC OPS infiltrates one of Mexico's toughest prisons in search of information on the whereabouts of an American politician's daughter.,7.0,,60.0
1762,A divorcing couple tries to maintain their friendship while they both pursue other people.,6.6,,92.0
1763,"The never-before told story of a crime syndicate consisting of seven African-American men who ruled Harlem in the 1970s and early 80s focusing on Nicky Barnes, dubbed ""Mr. Untouchable"" by the New York Times.",,,
1764,A progressive town erupts when a traveling rodeo lands within its city limits and the councilman's daughter falls in love with the cowboy.,5.4,,91.0
1765,Plot Unknown. Sequel to The Old Guard (2020).,,,
1766,Plot unknown. Described as an adventure film about Navy SEALS.,,,
1767,"A lonely waitress meets a handsome, quirky jewelry store clerk who had a brain aneurysm and thus has short-term memory loss.",7.0,,96.0
1768,Twelve ordinary people are called for jury duty for a murder case as traumatizing as it is controversial in which a woman stands trial for killing her own blood.,7.5,,50.0
1769,A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.,7.3,,119.0
1770,"The story will begin in Istanbul in the 1800s and stretch daily. Mia will work with young rebels to destroy Dmitry, which will cross the road at a luxurious nightclub in Istanbul.",5.3,,60.0
1771,A teenager named Andrei transitions from a teenager into an adult.,4.9,,109.0
1772,An online community of amateur sleuths use technology to solve crimes -- and make quirky friends -- in their quest for justice.,7.0,,60.0
1773,"A young girl who lives with her cruel stepmother and sister, accidentally meets 3 young and rich cousins who live a luxury life in a big mansion and is hired by the boys grandpa to look after their bad behavior.",7.3,,60.0
1774,"A young man spends a summer in Italy where he meets his idol, Gore Vidal, who teaches him about life, love, and politics.",,,
1775,The further adventures of Hiccup and his friends on the Island of Berk.,8.0,,22.0
1776,"To protect his family, police detective Nikolai covers up a murder case. But when his co-investigator Anniken suspects foul play, he is trapped in a dangerous game on duty, blurring the line between right and wrong.",6.8,,60.0
1777,An exploration of the lives of several former adult performers who have retired from the porn industry.,5.7,,94.0
1778,A local barber's fate turns overnight when he becomes the single deciding vote in the village elections.,8.5,,140.0
1779,A recently-released ex-felon living in modern day India struggles to adjust to a world of corporate greed and eroding spiritual values.,,,
1780,A young man searches for purpose in a net of hatred and violence that he tries to control.,7.1,,135.0
1781,"As a young man returns home after his first year away at college he recalls his senior year of high school and the iron-willed, big city girl that turned his world upside down.",6.7,,72.0
1782,"Riley struggles to meet friends after transferring to a new high school where her father is an English teacher. When she meets Kyla, a fellow loner, they become close friends until Riley learns that Kyla is obsessed with her father.",4.4,,90.0
1783,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",7.3,,118.0
1784,A group of teenage girlfriends deal with their impending graduation from high school.,5.1,,97.0
1785,"During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.",6.2,,90.0
1786,A satirical drama that closely looks at the materialistic desires of the upper-class parents in South Korea and how they ruthlessly secure the successes of their families at the cost of destroying others' lives.,8.7,,75.0
1787,A high school senior becomes the victim of an elaborate frame-up after learning that her boyfriend is sleeping with their teacher.,4.7,,85.0
1788,"An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds.",5.2,,102.0
1789,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world.",7.7,806.0,35.0
1790,A fatal accident at a remote survivalist training camp sends participants into a panic - and sets the stage for a chilling showdown.,5.9,,83.0
1791,"Jackie Foster (Suvari), is a dynamic Assistant District Attorney and single mom. But when Jackie's estranged dad, Jack (Brolin), a gruff retired police officer, unexpectedly shows up at her door, they will be forced to confront old wounds.",6.1,,84.0
1792,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",6.6,,102.0
1793,"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.",8.5,,24.0
1794,An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,7.2,,89.0
1795,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,7.1,,105.0
1796,"When her boy's alleged kidnapper is released for lack of solid evidence, a reputable and well-known attorney takes matters into her own hands with unintended and spectacularly disastrous consequences.",6.4,,105.0
1797,A group of friends become involved in a potentially deadly diamond heist.,4.4,,85.0
1798,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one objective in mind: getting back her libido.",5.8,842.0,95.0
1799,"During the New Year's Eve party of a bunch of friends, a series of crazy events brings out secrets, breaks hearts and leads to a shocking ending.",5.8,,96.0
1800,The plot is currently kept under wraps.,,,
1801,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",4.4,,97.0
1802,The plot is unknown.,,,
1803,"Maddy Smith and her family are the only wolfbloods in Stoneybridge, which is a well-kept secret. They lead a peaceful life until Rhydian, a wolfblood, arrives and triggers chaos.",7.6,,30.0
1804,"A young chauffeur drives two beautiful young women to different parties. They're not who they claim to be, and he ends up in a fight for his life.",,,
1805,"Vault tells a story about a group of small time criminals in 1975 who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island.",5.5,,99.0
1806,Love Island Australia is an Australian dating reality show based on the British series Love Island.,5.4,470.0,50.0
1807,"An intrepid band of explorers roam the oceans in search of adventure and fun. Led by a valiant polar bear and a daredevil kitten, these eight talented critters are always ready to embark on an exciting new mission.",7.6,883.0,11.0
1808,"Fin and April are on their way to New York City, until a category seven hurricane spawns heavy rain, storm surges, and deadly Sharknadoes.",4.0,,95.0
1809,"Documentary filmmaker Jon Greenhalgh examines the life of Dave Schultz, a professional wrestler who was part of 'Team Foxcatcher', funded by multi-millionaire John du Pont.",7.3,,90.0
1810,A 37-year-old man on the verge of being divorced from his wife suddenly finds himself inside his 18-year-old body. He starts living a new life under a new name to get closer to his children and protect them.,8.3,,70.0
1811,"Shy Henry is overjoyed to fall into an unexpected romance with gorgeous and popular Samantha the summer after high school graduation. When Henry's love spirals into twisted obsession, Samantha pulls back.",5.4,,86.0
1812,Rebeca and Marc make a travel to discover their mutual family pasts in Rebeca's grandparents house.,6.4,,130.0
1813,"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.",6.1,,92.0
1814,"A large group of survivors seek shelter while travelling on a train after their station was attacked by aggressive, undead creatures called Kabane.",7.2,,23.0
1815,"Political espionage thriller based on ""Bard of Blood,"" by Bilal Siddiqi.",6.9,,45.0
1816,The wild west adventures of a free-spirited girl and her wild stallion horse companion.,6.6,904.0,23.0
1817,"Charlie, a struggling DJ and eternal bachelor is given a final chance at success when he reluctantly becomes a nanny to his famous best friend's problem-child daughter.",7.1,,30.0
1818,The story of wrestling legend Hulk Hogan.,,,
1819,"When a single mother accepts the help of a mysterious woman after her daughter is bitten by a rattlesnake, she finds herself making an unthinkable deal with the devil to repay the stranger.",4.6,,85.0
1820,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,,,
1821,"A ""gangster lawyer"" who doesn't trust the law and feels free to use his fists. He takes advantage of loopholes in the law and boasts an excellent win rate. Other lawyers may consider the ...                See full summary »",7.6,,60.0
1822,A millionaire has his life turned upside down after firing his I.T. consultant.,5.5,,95.0
1823,"Over the course of a summer, two teenage girls develop the perfect kindred spirit friendship, with one big problem: one of them is dating the other's ex.",6.2,,88.0
1824,UNSC Cadet Thomas Lasky must conquer his inner fears and join forces with super-soldier John-117 to take down a massive faction of the Covenant.,6.9,,100.0
1825,Music connects the lives of random people living in Los Angeles.,6.8,,56.0
1826,"The story of Ron Williamson, a man who sat on Oklahoma's death row for 11 years for a crime he didn't commit. Based on John Grisham's ""The Innocent Man: Murder and Injustice in a Small Town.""",7.3,,284.0
1827,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,5.4,765.0,30.0
1828,"Three best friends look for love, laughs and some lifelong memories while attending college together.",8.8,,30.0
1829,"The story about Riphagen, a cunning Dutch traitor during WW2 who helped Nazi round up Jews, stealing their treasures for himself. He destroyed Resistance groups, making many who pursued justice after the war look like fools.",7.1,,131.0
1830,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",8.2,,40.0
1831,"Intense look inside the world of junior college football, chronicling the stories of players and coaches in the classroom and on the field.",8.4,,55.0
1832,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.",7.1,,114.0
1833,"Home bakers with a terrible track record take a crack at re- creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",7.4,,33.0
1834,"1960: the French intelligence service hires the 23-year-old André Merlaux. Handsome, well raised, intelligent but impressionable, Merlaux has much to learn to serve and defend the interests...                See full summary »",7.8,,26.0
1835,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",5.1,,158.0
1836,Four friends go on missions with their ever changing rocket ship. Every mission includes a classic song and a painting.,6.3,,
1837,A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,4.7,,129.0
1838,A perfect couple struggles under a secret longing each has for someone else.,6.8,,22.0
1839,"A camera crew catches up with David Brent, the former star of the fictional British TV series The Office (2001), as he now fancies himself a rock star on the road.",6.3,,96.0
1840,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.",7.8,,125.0
1841,A woman becomes the reluctant hero in her small town.,,,
1842,"Si Tu Mo's graduation is close and she's unsure of her future plans, she then meets genius Physics student Gu Wei Yi and the two accidentally end up living together.",8.0,,45.0
1843,"A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon.",4.9,,88.0
1844,"In a city where the paranormal and ordinary co-exist, the Libra organization battles to ensure peace and order.",7.3,,24.0
1845,A reality series about the family Kretz who sells apartments to rich customers in France and the rest of the world.,7.0,211.0,
1846,"A young boy cut off from the world meets his friends and sets off on a hard, long journey to be reborn.",7.2,251.0,
1847,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",7.0,,45.0
1848,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",7.7,,94.0
1849,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",8.0,,35.0
1850,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",5.2,973.0,117.0
1851,High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.,7.0,,160.0
1852,"John has just been left by his girlfriend Ingrid. That day he allows himself to be seduced into a mystical and scary world, where it is impossible to separate truth from the lies",6.5,,75.0
1853,"When a Saturday afternoon trip to the mall with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed.",,,
1854,"Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions.",8.4,750.0,24.0
1855,A series of colorized archive footage of important events during World War II.,8.7,,50.0
1856,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,8.2,,100.0
1857,"After finding his mom killed, Satoru's time-traveling ability takes him back 18 years for a chance to prevent her death and those of three classmates.",7.8,,30.0
1858,A Black samurai goes on a mission to avenge the wrongful death of his father in a futuristic feudal Japan.,7.7,,26.0
1859,"When archivist Dan Turner takes a mysterious job restoring a collection of damaged videotapes from 1994, he finds himself reconstructing the work of documentary filmmaker Melody Pendras and her investigation into a dangerous cult.",,,
1860,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.",8.4,340.0,
1861,After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a performer's life once retired.,5.3,,86.0
1862,"Elsa, a Parisian, can not forget her ex. Her best friend secretly hires an escort boy to help her move on but the plan works a little too well .",7.2,,27.0
1863,An iconoclastic idealist runs his law practice out of the back of his Lincoln Town Car in this series based on Michael Connelly's bestselling novels.,,,60.0
1864,"On their return from vacation, Paul and his family find their house occupied by squatters leading to a disturbing and unpredictable conflict.",5.6,,97.0
1865,Non fiction series about the tools of the trade. Based upon the book by Henry R. Schlesinger.,6.7,,271.0
1866,A group of people are resurrected from their deaths by a mysterious black ball called GANTZ to combat alien criminals hiding on Earth.,7.2,,22.0
1867,"Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.",6.4,,120.0
1868,"In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.",7.4,,110.0
1869,A French club owner deals with the everyday chaos of running a live music venue in the heart of Paris.,7.2,,
1870,The stories of several colorful characters living in San Francisco.,8.3,,360.0
1871,"When the Dean of Blue Mountain State threatens to sell the Goat House, Alex throws Thad the party of his dreams in an effort to get him to buy it.",5.7,,90.0
1872,"Shuichi Kagaya is a high school student with an ability to transform into a monster costume. But when he rescues a fellow classmate, she forces him into a partnership to hunt down other monsters.",6.9,994.0,24.0
1873,"A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.",5.8,,120.0
1874,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the astonishing find.",7.2,,113.0
1875,Reenactments drive this documentary investigating the mastermind behind a scam to sneak the kids of rich and famous families into top US universities.,7.0,,100.0
1876,"Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.",6.5,,98.0
1877,"When Zoey's mom remarries, Zoey finds it hard adjusting to her new life - no longer the only kid in the family.",5.2,,102.0
1878,"A criminal bides his time at a seedy motel, waiting for his boss after killing several men and making away with a mystery bag.",5.2,,108.0
1879,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",6.1,,101.0
1880,"Ethan sets out to vanquish the Dragon that took his heart, but with every demon he battles, he loses more of his humanity.",6.3,,
1881,"The final Viceroy of India, Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma (Hugh Bonneville), is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",6.7,,106.0
1882,"Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother, and fancy-free best friend make it damn-near impossible.",7.5,,30.0
1883,"Learning that cannabis will be legalized, Joseph, a failed entrepreneur, decides to transform, with the help of his family and friends, the kosher butcher shop of his father and open the first marijuana coffeeshop in France.",7.4,,
1884,"Ji Ho is a single woman. She's a writing assistant of dramas. She's a strong and determined woman. Unfortunately, she has to leave her house and seeks other place to live. Her friends help her to find a roommate. That roommate is Se Hee.",8.1,,70.0
1885,"Down the road from Woodstock, a revolution blossomed at a ramshackle summer camp for teenagers with disabilities, transforming their lives and igniting a landmark movement.",7.7,,106.0
1886,"Pastor, an undercover cop sets on a mission to rescue the kidnapped daughter of a judge by infiltrating the prison where she's suspected to be at. Once inside he will have to learn to live by the prison's and the inmates' rules.",8.2,,60.0
1887,Documentary series celebrating the deep emotional bonds between people and their beloved four-legged best friends.,8.1,,50.0
1888,"When Frank Nordling learns the truth about his parents' death, his world unravels. As he finds out, they were murdered by one of the leaders in Copenhagen's criminal underworld, Thomas Waldman, who happens to be his firm's biggest client.",7.0,,45.0
1889,"Shinjiro Hayata learns that his father passed on the ""Ultraman Factor"" to him and fights against evil.",6.9,,25.0
1890,"A group of spoilt, selfish pets led by glamour cat Belle are stranded in their luxury hangout 'Pampered Pets,' when the machines that run Robo City, the hypermodern metropolis that they live in, go wild and take over.",3.8,,89.0
1891,"CAT PEOPLE tells the stories of some of the most remarkable and surprising ""cat people"" in the world, defying negative stereotypes while revealing the truth of what it means to love such fiercely independent creatures.",6.2,152.0,
1892,A young girl searches for her missing father in a mystical dreamland with the help of a large half-man/half-monster creature.,,,
1893,EastSiders is a two-time Daytime Emmy nominated series created by Kit Williamson starring Williamson and Van Hansis as a couple experiencing life and relationships in Silver Lake.,6.9,,115.0
1894,"Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom. He was loved by his citizens and was considered the darling of the world. He ascended to the Heavens at a ...                See full summary »",8.4,781.0,
1895,Get to know Barbie and her BFFs -- including next-door neighbor Ken -- in this animated vlog of adventures filmed inside her family's new dreamhouse.,6.8,414.0,22.0
1896,"Prequel to the Netflix series 'The Witcher', set in an elven world 1,200 years before the show, centering on the origins of the very first Witcher.",,,
1897,Sequel to the 2020 action thriller 'Extraction'.,,,
1898,"The show centers on Warwick Davis in his day-to-day life, complete with the frustrations he faces.",7.5,,30.0
1899,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.",5.7,,
1900,An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.,8.4,,24.0
1901,"A doctor is shot in the back in her home, her husband is murdered and her infant daughter kidnapped. Faced with inept police, who at times suspect her, she begins her own hunt for her baby and the culprits.",7.2,,52.0
1902,Sira Quiroga is a young Spanish dressmaker engaged to a solid suitor when a suave typewriter salesman upends her life. Spain is being upended by a civil war and the new regime's growing ...                See full summary »,8.3,,853.0
1903,"In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",8.0,539.0,
1904,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.",8.5,,60.0
1905,"The life of Madelyn Murray O'Hair, the outspoken activist and founder of American Atheists.",6.1,,91.0
1906,"Shinya Shokudo is a tv series from Japan since 2009. It tells many stories about ordinary people eat in shinya shokudo, which means a restaurant at midnight. This small restaurant opens from 12 in the evening to 7 in the morning.",8.6,,24.0
1907,"For employees of the Deep State, conspiracies aren't just theories they're fact. And keeping them a secret is a full-time job.",,,
1908,"The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.",5.9,,106.0
1909,"The odd ball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.",6.0,,30.0
1910,"Follows Death Row inmates, who tell the story of how they ended up there.",7.4,,52.0
1911,"He trusts no one, only his sword.",7.6,,76.0
1912,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,5.6,,92.0
1913,A small town's residents are stunned when recently deceased locals begin returning from the dead. What should be a miracle soon becomes a nightmare.,7.1,,42.0
1914,"In a seafaring world, a young pirate captain sets out with his crew to attain the title of Pirate King and to discover the mythical treasure One Piece.",,,
1915,"Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills ...                See full summary »",8.2,,35.0
1917,"When Maudie, a ten-year-old puzzle prodigy, forms a detective agency with her classmates Ezra, Ava and Kyle, no crime is left unsolved.",8.1,568.0,
1918,"TV series about a high school philosophy teacher, Merlí, who teaches in an original way, and about the students of his class, including his own son, and the relationship, friendship, love, and problems among the students of the class.",8.6,,58.0
1919,"3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.",6.8,,90.0
1920,An on-the-run convict looking for temporary cover finds it at the house of a very colorful character.,6.8,,93.0
1921,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",7.3,,112.0
1922,This is the story of the rise and fall of the Third Reich told like the drama it really was: through the personal relationships of the movers and shakers of the Nazi Party.,8.0,,52.0
1923,"Armed with tech gear, awesome ideas, and an unfailing sense of humor, Talking Tom and Friends are on a mission to make their dreams come true. Although things never entirely turn out the way they plan, this incredible group is destined to warm hearts - and break a funny bone or two - along the way.",6.3,337.0,11.0
1924,"A British taskforce, lead by the daughter of the vampire hunter Prof. Van Helsing, battles the supernatural with the aid of two vampires.",7.9,,23.0
1925,"When the body of a powerful businesswoman disappears from the morgue, the inspector in charge hunts for the truth. But when he questions her husband he realizes that there is much more to the case than meets the eye.",5.4,,101.0
1926,"A small group of student filmmakers and a shy young girl with strict parents are simultaneously manipulated, seduced and abused by an older man. They follow his bidding, even when murder is involved.",6.3,,151.0
1927,"Free! revolves around members of a high school boy's swimming team. Four boys-Haruka, Makoto, Nagisa and Rin-all participated in a swimming tournament shortly before graduating elementary ...                See full summary »",7.4,,24.0
1928,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,5.8,,101.0
1929,Two female British code breakers team with American cryptographers to solve a series of murders in San Francisco.,6.9,,45.0
1930,TV series follows the robbery of Colombia's central bank in October 1994 when a thieves made off with $33million.,7.3,,
1931,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,5.7,,86.0
1932,A lonely video game addict new to the online world of Azana meets a confident party girl with a dark secret.,6.3,,46.0
1933,"A story centered on a directionless 16-year-old living in Marfa, Texas and his relationships with his girlfriend, his neighbor, his teacher, a newly arrived local artist, and a local Border Patrol officer.",5.2,,105.0
1934,He's a family man headed for a weekend of self-discovery. But it's about to turn into a nightmare with no escape.,5.0,,100.0
1935,"A has-been actor best known for playing the title character in the 1980s detective series ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be a real person.",6.3,,89.0
1936,A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.,6.2,,104.0
1937,"A couple in their 30s has dated for many years. When they begin to discuss marriage, they begin to look upon their relationship in a different light.",7.9,,35.0
1938,"Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner.""",5.3,,81.0
1939,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",7.0,,52.0
1940,"An unknowing Sudou Kaname is invited to try out a new mysterious mobile app game called Darwin's Game, but later realizes that he's in for more than he's bargained for when he finds out that there's no way to quit the game.",7.3,,23.0
1941,A drug dealer looking for rest. A nurse looking for revenge. A crossroads where no one is safe.,6.6,,107.0
1942,"'Son of Ogre' The sequel to the BAKI Netflix series, where Baki Hanma a young and extremely powerful fighter, fights through a heard of worthy adversary's all throughout the series then ...                See full summary »",,,
1943,A local teen uncovers her family's secret past and navigates the complicated world of a South African high school.,6.4,,53.0
1944,Female-led action thriller.,,,
1945,"Confined at home as a consequence of the COVID-19 outbreak, filmmakers created personal, moving stories that capture our shared experience of life in quarantine.",6.0,692.0,138.0
1946,"The high school freshman kid sister of the murdered Zoë finds her diary, which sheds new light on the murder missed by the police. She investigates.",5.3,,95.0
1947,"Basque Country, 1609. The men of the region are at sea and Amaia takes part for the first time in the nightly dances in the woods with the other villager girls. She is only 20. At dawn, they are all arrested.",6.3,,92.0
1948,"Alain Delambre is a senior executive worn out and humiliated by six years of unemployment. So when a prestigious company selects him as a candidate, he is prepared to betray his wife, steal...                See full summary »",7.2,,52.0
1949,"A restoration shop run by a team of colorful and charismatic characters use their impressive skills and experience to restore, trade and sell classic cars - transforming piles of rust into collectible car treasures.",7.8,,38.0
1950,"In 1953, Army scientist Frank Olson takes a fatal plunge from a hotel window. In 1975, a bombshell report ties his death to a top-secret experiment.",7.0,,241.0
1951,Xandra lives a safe life with her husband and daughter in Amsterdam. But Xandra aches for more excitement in her life. She is tempted to once again become involved with her old life when she's secretly offered a challenge.,6.2,749.0,47.0
1952,A remote Alaskan town that has been overrun by paranormal forces. Local outcast Roman Mercer must overcome the town's prejudices and his own personal demons if he's to harness his repressed psychic powers and save everyone.,6.3,,60.0
1953,"Detroit PD borrows an LA SWAT leader as instructor for 2 weeks training of their SWAT team. After a real SWAT action, a madman with special skills, obsessed with ""revenge"", is released on bail.",5.3,,89.0
1954,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",6.5,,122.0
1955,The movie will be a romantic film featuring two people who are not right for each other. The story is about Prajakta's character who is a tech wizard and the guy who is interested in her.,5.5,,30.0
1956,"The series tells the story of a warrior from one of the poorest and most dangerous neighborhoods in Mexico City, whose beauty and nobility contrast with the gray and desolate environment in...                See full summary »",6.2,227.0,43.0
1957,"A friendless teenager, feared by his fellow classmates, joins a club hoping to finally make some friends.",7.1,,25.0
1958,"After leaving his wife and his job to find happiness, Anders befriends a drug-addicted teen, sending him down a path of reckless and shameful behavior.",6.2,,98.0
1959,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.",5.6,,76.0
1960,"Since his rise to power, Mathayus' kingdom has fallen. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew.",3.7,,105.0
1961,"After a long sick leave and recovery police detective Peter Wendel is back on duty. He is commissioned to form a new team to reopen unresolved murder cases, however he soon finds himself ...                See full summary »",7.4,,43.0
1962,"Lee Yul falls off a cliff and nearly dies in an attempted assassination. He loses his memory and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",7.7,,75.0
1963,"Upon returning to work after recovering from an injury, a police officer discovers and attempts to turn in incriminating evidence of illegal activities against his fellow cops.",5.2,,90.0
1964,"A now down-on-his-luck romance card writer, Ray Wentworth, decides to recapture the feelings that once made him the greatest with the creation of a new holiday: Girlfriend's Day.",5.2,,65.0
1965,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",6.4,,
1966,The Cambridge Analytica scandal is examined through the roles of several affected persons.,7.1,,114.0
