info_id,movie_id,runtime,rating,votes_count,overview
994,959,121.0,7.0,23261,"Ito, a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad."
995,960,137.0,6.5,67925,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.
996,961,109.0,6.3,19098,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans - with and without Peter.
997,962,70.0,8.8,4151,"""Flower of Evil"" is a suspense melodrama about a man who hides his cruel past and changes his identity, while his detective wife tracks down his past."
998,963,116.0,6.3,23476,"A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave."
999,964,105.0,5.9,72433,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand..."
1000,965,88.0,5.7,10127,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back."
1001,966,360.0,7.2,4182,"Set in the intensely secretive world of intelligence and the enigmatic US/Australia joint defence facility in central Australia, the spy-thriller Pine Gap delves into the famously strong alliance between the two countries."
1002,967,105.0,6.3,39943,"After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
1003,968,498.0,6.6,22137,An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.
1004,2465,498.0,6.6,22137,An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.
1005,969,111.0,6.1,70935,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.
1006,970,101.0,5.4,27756,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.
1007,971,30.0,6.9,19088,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age."
1008,972,42.0,7.7,63498,An average twenty-eight-year-old man who gains the ability to use the full extent of his brain's capabilities is hired by the F.B.I. as a consultant.
1009,973,107.0,6.3,55165,A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.
1010,974,108.0,7.2,35164,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.
1011,975,113.0,5.7,56534,"A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce."
1012,976,97.0,4.4,19545,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember."
1013,977,187.0,8.0,42827,A group of online justice seekers track down a guy who posted a video of himself killing kittens.
1014,978,105.0,5.7,41867,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family."
1015,979,106.0,6.2,16022,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him."
1016,980,97.0,4.8,29407,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.
1017,981,102.0,4.8,8260,A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.
1018,982,70.0,8.3,8068,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective."
1019,983,103.0,5.9,15901,"Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life."
1020,984,91.0,6.6,10480,"An alcoholic ex cop finds a woman on the roadside, left for dead. He offers to find the killer pro bono as P.I. Her granddad hires him. Things get nasty."
1021,985,125.0,7.6,113825,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church."
1022,986,120.0,5.9,13360,"Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent."
1023,987,25.0,7.5,3660,Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.
1024,988,22.0,7.7,12427,A series of scary anthology stories based on the children's books by R.L. Stine. Series one was hosted by R.L. Stine.
1025,989,99.0,7.3,43775,Comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.
1026,990,89.0,6.5,33703,"On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion."
1027,510,94.0,6.5,106164,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail."
1028,991,94.0,6.5,106164,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail."
1029,992,100.0,5.5,18758,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day."
1030,993,112.0,5.4,4495,"Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money."
1031,994,97.0,6.2,83777,A tough cop is dispatched to take down a serial killer who has been targeting police officers.
1032,995,111.0,6.2,62161,"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding."
1033,996,126.0,7.8,77732,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II."
1034,997,98.0,6.5,4559,"A smart, likeable, 17-year-old film student from Harlem sees his world turned upside down when he's charged with a murder. We follow his dramatic journey through a complex legal battle."
1035,998,25.0,6.5,2948,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters."
1036,999,48.0,7.6,11776,"A figure skating Olympic hopeful's struggle to balance love, family and fragile mental health as her dream of winning takes a dizzying hold."
1037,1000,125.0,8.0,155408,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
1038,1001,93.0,6.9,52197,"When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals."
1039,1002,112.0,6.9,45047,An estranged family gathers together in New York City for an event celebrating the artistic work of their father.
1040,1003,50.0,6.8,6483,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.
1041,1004,103.0,6.6,20965,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence."
1042,1005,,,,A collection of stories that show how people's uncontrolled impulses are fueled in the age of social media.
1043,1006,145.0,7.7,74139,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
1044,1007,104.0,6.9,31488,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend - or fall for his crush."
1045,1008,30.0,7.2,10782,"A recovering alcoholic faces reality after a life changing accident in Venice Beach, California."
1046,1009,97.0,6.2,42362,A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.
1047,1010,70.0,8.2,1153,"The story of two fearless men who are willing to go through extreme lengths in their pursuit of a returning serial killer. To uncover the murderer's identity, the two are forced to look deeper than what the evidence seems to suggest."
1048,1011,92.0,6.2,19530,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship."
1049,1012,109.0,6.3,9400,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition."
1050,1013,103.0,6.9,51788,"Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening."
1051,1014,80.0,8.4,3266,"Arthdal Chronicles depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes, their struggle, unity and love of people living in a virtual land called Arth."
1052,1015,42.0,6.7,4049,The lives of several cheerleaders are changed forever when a shocking crime rocks their quiet suburban world.
1053,1016,118.0,7.3,56613,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon."
1054,1017,48.0,7.7,3736,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events."
1055,1018,137.0,7.7,76530,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
1056,1019,42.0,7.2,20794,"In the Quad, a planetary system on the brink of a bloody interplanetary class war, a fun loving trio of bounty hunters attempt to remain impartial as they chase deadly warrants."
1057,1020,22.0,7.3,35329,"Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek."
1058,1021,75.0,7.5,3769,"Nemo Bandeira, a dealer with a clean businessman facade, is diagnosed with Alzheimer's disease and tries to keep it from his family while he starts to think about who might be his successor."
1059,1022,91.0,5.2,8597,"Three best friends embark on a road trip to a heavy-metal show, where they bond with three aspiring musicians and head off to one of the girls' country home for an after-party."
1060,1023,23.0,8.1,8043,Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.
1061,1024,46.0,8.2,15200,"Agent Fatima gets a tip that a terrorist act is planned in Sweden. At the same time, the teenager Sulle has opened her eyes to her student assistant who opens the doors to a new fascinating world."
1062,1025,104.0,5.8,10598,"After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction."
1063,1026,30.0,6.8,6468,"When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes."
1064,1027,97.0,6.4,44822,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things."
1065,1028,,7.0,213,"In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit."
1066,1029,89.0,5.9,65584,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.
1067,1030,22.0,7.0,5958,"A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges."
1068,1031,45.0,7.2,7267,"When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life again."
1069,1032,52.0,7.6,5936,Crime series kick-started by the finding on a young man's body.
1070,1033,86.0,5.5,11555,"When Nadja becomes pregnant, they make an attempt to rekindle their relationship by traveling to the north of Sweden for a hiking trip but soon their romantic trip turns into a nightmare."
1071,1034,23.0,8.2,13931,"Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds."
1072,1035,44.0,7.9,20016,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
1073,1036,149.0,7.6,33766,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
1074,3824,149.0,7.6,33766,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
1075,1037,23.0,8.0,29242,Derek is a loyal nursing home care assistant who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.
1076,1038,60.0,7.8,22324,An unassuming American family is drawn into the workings of a turbulent Middle Eastern nation.
1077,1039,103.0,7.6,8827,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts like Maggie Nichols.
1078,1040,105.0,6.2,37751,"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates."
1079,1041,60.0,6.5,7794,A woman survives a heart transplant and begins to develop different personality traits.
1080,1042,48.0,7.3,10591,"Inspector John Marlott investigates a series of crimes in 19th Century London, which may have been committed by a scientist intent on re-animating the dead."
1081,1043,128.0,7.2,159090,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy."
1082,1044,113.0,7.6,32661,"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine."
1083,1045,122.0,6.1,1756,"A tragic love triangle story between Hwa-Yeon, a daughter of a nobleman, her true love Kwon-Yoo, a servant and the man who will be King, Prince Sungwon."
1084,1046,122.0,6.0,43574,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan."
1085,1047,60.0,6.6,2568,A British civil servant agrees to spy on her own government for the Americans in the aftermath of WWII.
1086,1048,97.0,5.2,6846,"A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans."
1087,1049,,6.5,333,"Big Timber follows the dangerous work of logger and sawmill owner Kevin Wenstob as he and his crew go to extremes to keep the family sawmill, and their way of life, alive."
1088,1050,60.0,7.1,5172,"A disgraced former NYPD officer lives with his son, an earnest, obsessively honest NYPD detective."
1089,1051,50.0,9.0,4650,Two talented disciples of respectable magical clans unit during the cultivation training and through many hardships they are together.
1090,1052,105.0,6.5,30610,The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.
1091,1053,113.0,6.2,43273,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night."
1092,1054,94.0,6.2,19869,"Based on the Iranian Embassy siege of 1980, this action-thriller dramatizes a six-day standoff between armed Iranian Arabs and SAS soldiers ready for a counterattack."
1093,1055,,6.4,5774,A stripper sets out to prove his innocence for a crime he didn't commit and was unjustly incarcerated for seven years earlier.
1094,1056,60.0,8.0,9753,"A behind-the-scenes drama and espionage thriller in Cold War-era England that centers on a journalist, a producer, and an anchorman for an investigative news programme."
1095,1057,101.0,5.2,19380,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall."
1096,1058,44.0,4.5,3254,"A fast-paced reality show that follows several incredibly busy and ambitious Manhattan women. Watch as they balance envious social calendars, challenging careers, and motherhood, with the hustle and bustle of the big city all around."
1097,1059,60.0,7.8,24392,"A werewolf, a vampire and a ghost try to live together and get along."
1098,1060,25.0,8.2,16859,"Believing in humanity and order, policewoman Akane Tsunemori obeys the ruling, computerized, precognitive Sibyl System. But when she faces a criminal mastermind who can elude this ""perfect"" system, she questions both Sibyl and herself."
1099,1061,94.0,5.9,28739,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself."
1100,1062,24.0,7.8,7626,It was a happy day for Kazuma - right up to the moment he died. A goddess intervenes and offers him a second chance in a magical land.
1101,1063,80.0,9.1,90655,"Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun."
1102,1064,86.0,7.0,26802,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for."
1103,1065,60.0,6.1,12690,Dr. Luther Swann enters a world of horror when a virus is released from ice melting due to climate change.
1104,1066,82.0,6.1,28298,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.
1105,1067,70.0,7.1,2359,"An unfathomable incident introduces a genius engineer to dangerous secrets of the world, and to a woman from the future who's come looking for him."
1106,1068,110.0,5.7,4044,"Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris."
1107,1069,100.0,5.4,2713,"Hendrik is sixteen, a big city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To make matters worse, the locals... See full summary »"
1108,1070,60.0,5.9,12288,"A crew of scientists embarks on a mission aboard a ship called the Nightflyer to investigate a mysterious alien signal, but they soon begin to question if there is already something on the ship with them."
1109,1071,80.0,8.2,4854,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world."
1110,1072,,7.4,2599,Based on the book series of the same name focusing on a group of young girls who start their own babysitting service.
1111,1073,98.0,5.2,20693,Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.
1112,1074,43.0,7.3,12545,"A special crime unit investigates serialized crimes that cross over European borders, to hunt down criminals and bring them to justice."
1113,1075,30.0,7.9,12975,Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.
1114,1076,91.0,4.9,6077,"International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past."
1115,1077,131.0,6.7,4668,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons."
1116,1078,90.0,8.6,29151,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance."
1117,1079,60.0,8.1,7696,A romance between perfect but narcissistic second generation heir and his capable assistant.
1118,1080,105.0,5.2,4083,"Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later."
1119,1081,95.0,6.6,3525,A mysterious vengeful man takes a job as a security guard for a money transport company amidst a series of violent robberies.
1120,1082,629.0,7.9,20200,The high-profile murder trial of American novelist Michael Peterson following the death of his wife in 2001.
1121,1083,123.0,6.0,7900,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.
1122,1084,60.0,7.0,7104,"After an ex-con returns to her fishing village, a dead body leads her to uncover the secrets of the town and its half-siren, half-human residents."
1123,1085,132.0,6.3,31775,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack."""
1124,1086,,7.3,10507,A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.
1125,1087,,,,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions."
1126,1088,136.0,7.0,1192,"Kenji Yamamoto's father died from using a stimulant drug. His life fell into desperation. Kenji then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi ... See full summary »"
1127,1089,95.0,5.6,42895,"A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side."
1128,1090,109.0,6.2,77749,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler."
1129,1091,50.0,8.5,15928,"Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime."
1130,1092,52.0,7.4,12210,"A serial killer, nicknamed 'La Mante' decides to collaborate with the police when a string of murders that copycat her style suddenly appear."
1131,1093,98.0,6.2,82792,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.
1132,1094,60.0,8.7,2598,"Working as trauma cleaners, both Gu-ru and Sang-gu uncover various stories of the deceased while experiencing different emotions and sentiments toward life, death and family."
1133,1095,50.0,6.8,9336,"A coming-of-age story that explores the unseen lives of Roman high schoolers. Loosely inspired by a true story, the series follows a group of Parioli teenagers as they defy society in their search for identity and independence"
1134,1096,117.0,7.0,16127,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken."
1135,1097,30.0,8.2,6528,A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories.
1136,1098,132.0,8.2,41099,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).
1137,1099,109.0,6.4,119261,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
1138,1100,119.0,6.7,62748,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.
1139,1101,106.0,5.6,85615,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.
1140,1102,100.0,6.1,10213,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself."
1141,1103,30.0,5.1,6347,A musical prodigy gets into a gifted program called Advanced Natural Talents at the local high school.
1142,1104,22.0,8.7,57671,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.
1143,1105,28.0,7.0,9698,Centers around a three-way romantic relationship involving a loving suburban married couple and another woman.
1144,140,93.0,6.1,28949,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus."
1145,1106,93.0,6.1,28949,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus."
1146,1107,95.0,5.9,7123,"Helena is a young girl who spent all her life in a space pod just after her birth, traveling from Earth to a distant planet where she will reunite with others space colonials, with the ... See full summary »"
1147,1108,44.0,7.0,16925,Elena navigates her life between the human world and the werewolf world as the only female of the species.
1148,1109,,6.6,685,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series."
1149,1110,90.0,7.1,118074,A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.
1150,1111,30.0,5.1,7357,"The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process."
1151,1112,106.0,5.7,28118,"When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge."
1152,1113,121.0,6.8,13250,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths."
1153,1114,92.0,5.6,4398,"Naima is 16 and lives in Cannes. She has given herself the summer to choose what she wants to do with her life. Then her cousin Sofia, with her alluring lifestyle, arrives to spend the holidays with her."
1154,1115,144.0,6.4,24087,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love."
1155,1116,111.0,7.9,55741,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
1156,1117,45.0,7.2,2356,When a childhood friend suddenly dies Rebecka Martinsson returns home to the north of Kiruna. But not everything is what it seems.
1157,1118,87.0,6.6,12996,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible."
1158,1119,116.0,7.0,28282,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.
1159,1120,107.0,6.2,56610,A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.
1160,1121,89.0,8.2,25217,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species - and uncovers alarming global corruption."
1161,1122,60.0,7.4,18697,"A vapid aspiring model killed in a car crash gets brought back to life as an intelligent, overweight lawyer, hoping to find the meaning of inner beauty."
1162,1123,25.0,6.7,1836,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey."
1163,1124,60.0,7.6,7172,A wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.
1164,1125,90.0,9.1,4663,Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.
1165,1126,96.0,5.6,10345,"When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her."
1166,1127,41.0,6.5,2061,Contestants stay for 10 weeks in a holiday destination to win $1 million and hopefully find love.
1167,1128,542.0,7.6,11304,A politically sensitive murder forces two disparate detectives into a battle with the Berlin underworld and a confrontation with their own corruption.
1168,1129,,7.5,12908,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City."
1169,1130,258.0,7.2,3096,Rebellion is a five part serial drama about the birth of modern Ireland. The story is told from the perspectives of a group of fictional characters who live through the political events of the 1916 Easter Rising.
1170,1131,90.0,6.4,15654,"Convinced they'd be better off raising themselves, the Willoughby children hatch a sneaky plan to send their selfish parents on vacation. The siblings then embark on their own high-flying adventure to find the true meaning of family."
1171,1132,24.0,7.9,15149,A teenage girl periodically travels back in time to feudal Japan to help a young half-demon recover the shards of a jewel of great power.
1172,1133,65.0,8.2,3546,"Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
1173,1134,60.0,7.4,4641,An underground world is inhabited by mythical creatures evolved from a deep lineage of Brazilian folklore. One detective who finds himself caught in a murder investigation that puts him in the middle of a battle between these two worlds.
1174,1135,95.0,6.8,734,"Hathaway Noa, still haunted by his past actions, joins a terrorist organization called Mufti and adopts the alias ""Mufti Nabiyy Erin"". Mufti is fighting a terrorist campaign against the Earth Federation government."
1175,1136,45.0,7.5,18397,"Maja, a student in Stockholm, finds herself on trial for murder after a tragedy at her school. More doubts and suspicions arise when new revelations are made."
1176,1137,70.0,7.8,580,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
1177,1138,11.0,6.6,4153,This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.
1178,1139,239.0,7.0,6171,"The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult."
1179,1140,113.0,6.3,21056,"The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war."
1180,1141,99.0,4.8,8955,A courier in London discovers that one of the packages she's transporting is a bomb.
1181,1142,312.0,6.6,3305,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl."
1182,1143,93.0,5.3,1257,"On New Year's Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air."
1183,1144,21.0,6.7,234,"When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat."
1184,1145,94.0,7.6,84951,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered."
1185,1146,24.0,8.3,11162,Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.
1186,1147,30.0,6.2,3807,"He came from Africa and fought alongside a mighty feudal lord in brutal 16th century Japan. They called him the Black Samurai, and he became a legend."
1187,1148,40.0,5.5,2111,"A modern love story, set during a summer on the Adriatic coast. An undeniable attraction unites Ale and Summer, two people from very different worlds."
1188,1149,158.0,6.0,10209,"A nomadic gangster finds himself caught between good and evil in a fight for a place to call home. Starring Dhanush, Aishwarya Lekshmi and James Cosmo."
1189,1150,24.0,7.2,11708,High school students are overwhelmed with the start of the zombie apocalypse.
1190,1151,22.0,8.3,5220,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure."
1191,1152,86.0,6.1,23179,A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery.
1192,1153,96.0,5.3,15360,"When a wealthy elderly man dies and unexpectedly leaves his estate to his new caregiver, she's drawn into a web of deception and murder. If she's going to survive, she'll have to question everyone's motives - even the people she loves."
1193,1154,44.0,6.9,680,"Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more."
1194,1155,30.0,7.4,9957,"The story of a double-glazing showroom in Essex in 1983, led by charismatic salesman Vincent who will happily break the rules if it guarantees a sale."
1195,1156,,,,Plot unknown.
1196,248,135.0,5.2,19082,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.
